observed_at_utc,asset,asset_name,asset_group,pair_symbol,clue_label,internal_database_label,signal_family,clue_definition,evidence_source,evidence_mode,regime,hard_block,price_at_observation,prior_1h_return_pct,prior_4h_return_pct,prior_24h_return_pct,distance_from_prior_24h_high_pct,distance_from_prior_24h_low_pct,forward_1h_raw_pct,forward_4h_raw_pct,forward_24h_raw_pct,estimated_cost_pct,forward_4h_after_cost_pct,positive_after_costs_4h,max_favorable_4h_pct,max_adverse_4h_pct,reason,public_run_id
2026-06-19T20:00:00.000Z,HBAR,Hedera,Developer and infrastructure,HBAR-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.08008,-0.19,-1.49,-0.06,-1.55,1.78,0.49,0.46,0,0.25,0.21,yes,0.69,-0.2,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T20:00:00.000Z,LINK,Chainlink,Developer and infrastructure,LINK-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,7.874,-0.1,-0.3,-0.44,-1.95,1.43,0.55,0.85,0.22,0.25,0.6,yes,1.07,-0.38,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T20:00:00.000Z,LTC,Litecoin,Legacy liquidity,LTC-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,43.9,-0.61,-1.15,0.99,-1.48,1.88,0.39,0.3,0.41,0.25,0.05,yes,0.52,-0.48,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T20:00:00.000Z,SHIB,Shiba Inu,Meme and attention,SHIB-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.00000474,-0.21,-0.63,0.42,-1.04,1.5,0.42,0.21,-0.84,0.25,-0.04,no,0.42,-0.42,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T20:00:00.000Z,SOL,Solana,Fast-moving major altcoin,SOL-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,68.89,-0.16,-0.55,-0.59,-1.59,1.52,0.44,1.15,4.2,0.25,0.9,yes,1.32,-0.33,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T20:00:00.000Z,XLM,Stellar Lumens,Payments and network,XLM-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.218254,-1.28,-1.77,-7.77,-8.78,1.79,0.05,-0.13,-2.67,0.25,-0.38,no,0.41,-1,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T20:00:00.000Z,XRP,XRP,Headline-sensitive asset,XRP-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,1.1303,-0.11,-0.48,-1.06,-2.02,1.07,0.29,0.41,1.11,0.25,0.16,yes,0.65,-0.36,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,ADA,Cardano,Large-cap altcoin,ADA-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.1617,0.56,0.81,-0.98,-1.88,1.95,-0.68,0.37,-0.25,0.25,0.12,yes,1.36,-0.8,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,AVAX,Avalanche,High-volatility layer-1,AVAX-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,5.93,1.02,-2.47,-6.47,-7.05,4.4,0.17,-0.34,3.37,0.25,-0.59,no,0.67,-1.18,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,BTC,Bitcoin,Broad market,BTC-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,63188.75,0.35,0.44,0.28,-0.26,1.51,-0.27,0.44,1.06,0.25,0.19,yes,0.84,-0.32,Regime asset only.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,DOGE,Dogecoin,Meme and attention,DOGE-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.08314,0.34,0.34,-0.23,-0.87,1.63,-0.49,0.31,0.18,0.25,0.06,yes,0.83,-0.52,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,DOT,Polkadot,Developer and ecosystem,DOT-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.958,0.52,0.42,-1.44,-2.34,1.27,-0.52,0.21,0.21,0.25,-0.04,no,0.94,-0.73,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,ETH,Ethereum,Broad market,ETH-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,1706.97,0.43,0.7,-0.09,-0.61,1.77,-0.4,0.01,1.27,0.25,-0.24,no,0.55,-0.5,Regime asset only.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,HBAR,Hedera,Developer and infrastructure,HBAR-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.08047,0.44,0.27,0.21,-1.07,2.28,-0.45,-0.34,-0.51,0.25,-0.59,no,0.41,-0.61,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,LINK,Chainlink,Developer and infrastructure,LINK-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,7.917,0.53,0.71,-0.75,-1.42,1.98,-0.45,-0.48,-0.24,0.25,-0.73,no,0.52,-0.66,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,LTC,Litecoin,Legacy liquidity,LTC-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,44.07,0.39,-0.45,0.92,-1.1,2.13,-0.68,-0.41,0.14,0.25,-0.66,no,0.14,-0.86,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,SHIB,Shiba Inu,Meme and attention,SHIB-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.00000476,0.21,0.42,0.42,-0.63,1.71,-0.63,-0.63,-1.05,0.25,-0.88,no,0.21,-0.84,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,SOL,Solana,Fast-moving major altcoin,SOL-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,69.19,0.41,0.77,-0.76,-1.16,1.96,-0.35,0.55,3.97,0.25,0.3,yes,1.24,-0.49,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,XLM,Stellar Lumens,Payments and network,XLM-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.218359,0.04,-0.58,-7.67,-8.73,1.84,-0.7,-1.72,-2.51,0.25,-1.97,no,0.36,-1.74,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T21:00:00.000Z,XRP,XRP,Headline-sensitive asset,XRP-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,1.1336,0.28,0.37,-1.52,-1.73,1.37,-0.42,0.25,0.93,0.25,0,no,0.72,-0.5,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,ADA,Cardano,Large-cap altcoin,ADA-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.1606,-0.74,-0.62,-1.53,-2.55,1.26,0.62,1.06,0.81,0.25,0.81,yes,2.05,-0.12,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,AVAX,Avalanche,High-volatility layer-1,AVAX-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,5.94,0.17,-0.83,-5.71,-6.46,4.58,-0.17,0,3.87,0.25,-0.25,no,0.51,-1.35,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,BTC,Bitcoin,Broad market,BTC-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,63015.11,-0.27,-0.19,0.2,-0.53,1.24,0.38,0.81,1.46,0.25,0.56,yes,1.12,-0.04,Regime asset only.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,DOGE,Dogecoin,Meme and attention,DOGE-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.08273,-0.49,-0.66,-0.66,-1.36,1.12,0.53,0.8,0.83,0.25,0.55,yes,1.33,0.02,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,DOT,Polkadot,Developer and ecosystem,DOT-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.953,-0.52,-0.83,-1.55,-2.85,0.74,0.31,0.73,1.36,0.25,0.48,yes,1.47,-0.21,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,ETH,Ethereum,Broad market,ETH-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,1700.17,-0.4,-0.18,-0.36,-1,1.36,0.33,0.48,1.94,0.25,0.23,yes,0.95,-0.1,Regime asset only.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,HBAR,Hedera,Developer and infrastructure,HBAR-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.08011,-0.41,-0.53,-0.01,-1.51,1.82,0.24,0.04,-0.01,0.25,-0.21,no,0.86,-0.21,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,LINK,Chainlink,Developer and infrastructure,LINK-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,7.881,-0.45,-0.25,-1.29,-1.87,1.52,0.47,0.25,0.51,0.25,0,yes,0.98,-0.2,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,LTC,Litecoin,Legacy liquidity,LTC-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,43.77,-0.68,-0.79,0.21,-1.77,1.44,0.09,0.34,1.21,0.25,0.09,yes,0.82,-0.18,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,SHIB,Shiba Inu,Meme and attention,SHIB-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.00000473,-0.63,-1.05,-0.21,-1.25,1.07,0.21,0,0,0.25,-0.25,no,0.85,-0.42,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,SOL,Solana,Fast-moving major altcoin,SOL-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,68.95,-0.35,-0.45,-0.76,-1.5,1.61,0.58,1.16,4.9,0.25,0.91,yes,1.6,-0.04,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,XLM,Stellar Lumens,Payments and network,XLM-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.216839,-0.7,-1.93,-7,-9.32,1.13,0.47,-1.74,-1.41,0.25,-1.99,no,1,-2.31,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T22:00:00.000Z,XRP,XRP,Headline-sensitive asset,XRP-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,1.1288,-0.41,-0.56,-1.29,-2.01,0.94,0.38,1.08,1.54,0.25,0.83,yes,1.15,-0.05,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,ADA,Cardano,Large-cap altcoin,ADA-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.1616,0.56,0.31,-0.74,-1.94,1.89,0.19,0.25,0.87,0.25,0,no,1.42,-0.31,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,AVAX,Avalanche,High-volatility layer-1,AVAX-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,5.93,-0.34,0.34,-5.87,-6.17,4.4,-0.67,0.17,5.23,0.25,-0.08,no,0.67,-1.18,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,BTC,Bitcoin,Broad market,BTC-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,63256.94,0.38,0.33,0.7,-0.15,1.62,0.35,0.04,1.49,0.25,-0.21,no,0.73,-0.08,Regime asset only.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,DOGE,Dogecoin,Meme and attention,DOGE-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.08317,0.51,0.11,-0.2,-0.83,1.66,0.36,-0.23,0.7,0.25,-0.48,no,0.79,-0.28,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,DOT,Polkadot,Developer and ecosystem,DOT-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.956,0.31,0.21,-1.34,-2.55,1.06,0.42,-0.1,1.78,0.25,-0.35,no,1.15,-0.21,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,ETH,Ethereum,Broad market,ETH-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,1705.86,0.34,0.27,0.05,-0.67,1.7,0.21,-0.16,2.07,0.25,-0.41,no,0.62,-0.21,Regime asset only.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,HBAR,Hedera,Developer and infrastructure,HBAR-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.0803,0.15,0.09,0.01,-1.28,2.06,0.19,-0.97,0.27,0.25,-1.22,no,0.62,-1,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,LINK,Chainlink,Developer and infrastructure,LINK-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,7.918,0.43,0.46,-0.68,-1.41,2,0.29,-0.63,0.78,0.25,-0.88,no,0.51,-0.75,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,LTC,Litecoin,Legacy liquidity,LTC-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,43.81,0.09,-0.82,0.02,-1.68,1.53,0.5,0.11,1.51,0.25,-0.14,no,0.73,-0.18,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,SHIB,Shiba Inu,Meme and attention,SHIB-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.00000474,0.21,-0.21,-0.21,-1.04,1.28,0.21,-0.84,0,0.25,-1.09,no,0.63,-0.84,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,SOL,Solana,Fast-moving major altcoin,SOL-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,69.35,0.58,0.51,-0.13,-0.93,2.2,0.48,0.33,5.96,0.25,0.08,yes,1.01,-0.26,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,XLM,Stellar Lumens,Payments and network,XLM-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.217855,0.47,-1.46,-6.72,-7.95,1.61,0.06,-2.79,-0.72,0.25,-3.04,no,0.53,-3.44,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-19T23:00:00.000Z,XRP,XRP,Headline-sensitive asset,XRP-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,1.1331,0.38,0.13,-1.13,-1.64,1.32,0.16,0.43,1.62,0.25,0.18,yes,0.77,-0.13,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,ADA,Cardano,Large-cap altcoin,ADA-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.1619,0.19,0.68,-0.86,-1.76,2.08,0.25,0.37,0.68,0.25,0.12,yes,1.24,-0.25,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,AVAX,Avalanche,High-volatility layer-1,AVAX-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,5.89,-0.67,0.34,-6.66,-6.8,3.7,0.34,0.85,5.94,0.25,0.6,yes,1.36,-0.17,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,BTC,Bitcoin,Broad market,BTC-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,63475.2,0.35,0.8,0.95,0.2,1.97,-0.02,-0.09,1.18,0.25,-0.34,no,0.38,-0.35,Regime asset only.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,DOGE,Dogecoin,Meme and attention,DOGE-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.08347,0.36,0.74,0.04,-0.48,2.03,-0.08,-0.35,0.17,0.25,-0.6,no,0.43,-0.63,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,DOT,Polkadot,Developer and ecosystem,DOT-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.96,0.42,0.73,-1.34,-2.14,1.48,0,-0.42,0.83,0.25,-0.67,no,0.73,-0.62,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,ETH,Ethereum,Broad market,ETH-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,1709.42,0.21,0.58,0.02,-0.46,1.91,-0.14,-0.17,1.7,0.25,-0.42,no,0.41,-0.42,Regime asset only.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,HBAR,Hedera,Developer and infrastructure,HBAR-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.08045,0.21,0.41,0.34,-1.09,2.25,-0.31,-0.94,0.21,0.25,-1.19,no,0.44,-1.34,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,LINK,Chainlink,Developer and infrastructure,LINK-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,7.941,0.27,0.84,-0.81,-1.12,2.29,-0.78,-0.71,0.49,0.25,-0.96,no,0.14,-1.03,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,LTC,Litecoin,Legacy liquidity,LTC-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,44.03,0.5,0.3,0.5,-1.19,2.04,-0.32,-0.32,1.07,0.25,-0.57,no,0.23,-0.59,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,SOL,Solana,Fast-moving major altcoin,SOL-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,69.68,0.46,1.12,0.07,-0.46,2.68,-0.16,0.36,4.97,0.25,0.11,yes,0.55,-0.36,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,XLM,Stellar Lumens,Payments and network,XLM-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,0.217975,0,-0.14,-6.91,-7.9,1.66,-1.55,-2.93,-0.92,0.25,-3.18,no,0.36,-3.49,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-20T00:00:00.000Z,XRP,XRP,Headline-sensitive asset,XRP-USD,Original breakout watch,paper_watch,Original breakout pattern,"The original breakout rule saw something worth tracking, but did not reach its stronger trigger.",historical_replay_from_public_exchange_price_data,historical_replay,risk-on,0,1.1349,0.16,0.4,-0.9,-1.48,1.48,0.13,0.35,1.22,0.25,0.1,yes,0.61,-0.05,Potential reversal reclaim; not a breakout yet.,run-bfe04e1c4079b7
2026-06-20T01:00:00.000Z,ADA,Cardano,Large-cap altcoin,ADA-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.1623,0.19,0.31,-0.86,-1.52,2.33,0,0.37,0.62,0.25,0.12,yes,0.49,-0.49,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-20T01:00:00.000Z,AVAX,Avalanche,High-volatility layer-1,AVAX-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,5.91,0.34,-0.34,-6.19,-6.49,4.05,0.51,1.18,5.75,0.25,0.93,yes,1.18,0,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-20T01:00:00.000Z,BTC,Bitcoin,Broad market,BTC-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,63464,-0.02,0.44,0.82,-0.21,1.96,0.1,0.09,1.18,0.25,-0.16,no,0.15,-0.34,Regime asset only.,run-bfe04e1c4079b7
2026-06-20T01:00:00.000Z,DOGE,Dogecoin,Meme and attention,DOGE-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.0834,-0.07,0.31,-0.19,-0.56,1.94,-0.01,0.06,0.19,0.25,-0.19,no,0.14,-0.55,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-20T01:00:00.000Z,DOT,Polkadot,Developer and ecosystem,DOT-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.96,-0.21,0.21,-1.54,-2.14,1.48,0,0.1,1.15,0.25,-0.15,no,0.31,-0.62,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-20T01:00:00.000Z,ETH,Ethereum,Broad market,ETH-USD,Broad market context,regime,Broad market context,The broad Bitcoin/Ethereum market context was itself the scored condition.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,1707.11,-0.13,0.01,-0.29,-0.6,1.77,0.07,0.28,1.65,0.25,0.03,yes,0.39,-0.28,Regime asset only.,run-bfe04e1c4079b7
2026-06-20T01:00:00.000Z,HBAR,Hedera,Developer and infrastructure,HBAR-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,0.0802,-0.27,-0.3,-0.46,-1.4,1.93,-0.07,-0.35,0.37,0.25,-0.6,no,0.15,-1.03,No frozen setup applies.,run-bfe04e1c4079b7
2026-06-20T01:00:00.000Z,LINK,Chainlink,Developer and infrastructure,LINK-USD,No clear clue,no_signal,Baseline,The system saw no clear clue. This is the baseline comparison group.,historical_replay_from_public_exchange_price_data,historical_replay,mixed,0,7.879,-0.78,-0.48,-1.59,-1.89,1.49,0.28,0.52,1.07,0.25,0.27,yes,0.57,-0.25,No frozen setup applies.,run-bfe04e1c4079b7
